MyUnknownColumn,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
5936,26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0,USA,African American
134,27.0,Male,Bachelor's,Junior Sales Representative,1.0,35000.0,UK,Mixed
5909,31.0,Female,PhD,Data Scientist,8.0,140000.0,China,Chinese
5420,34.0,Female,PhD,Research Director,11.0,160000.0,China,White
3623,44.0,Female,PhD,Director of HR,13.0,135000.0,UK,Asian
62,40.0,Female,Bachelor's,HR Manager,12.0,80000.0,China,Korean
4358,41.0,Female,Master's Degree,Marketing Coordinator,13.0,131000.0,Australia,Asian
5825,33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0,USA,African American
3135,48.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,168691.0,Australia,Asian
3028,23.0,Female,High School,Back end Developer,1.0,52807.0,Australia,White
681,31.0,Male,Master's,Data Scientist,7.0,180000.0,USA,Hispanic
4774,36.0,Male,PhD,Senior Research Scientist,11.0,135000.0,Canada,Black
743,33.0,Female,Master's,Product Manager,11.0,198000.0,USA,White
1213,37.0,Male,Master's Degree,Senior Project Engineer,9.0,145000.0,UK,White
2172,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,UK,Mixed
3323,37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,Canada,Black
4565,42.0,Female,Master's Degree,Senior Human Resources Manager,13.0,125000.0,UK,Asian
569,28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,Canada,Asian
1875,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,USA,African American
6371,36.0,Male,Bachelor's Degree,Junior Sales Representative,3.0,45000.0,Australia,Asian
1719,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Australia,Australian
1394,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Australia,White
5024,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,UK,White
3855,32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,USA,African American
491,33.0,Male,PhD,Data Scientist,8.0,190000.0,Canada,Asian
3614,36.0,Female,Master's Degree,Web Developer,7.0,85000.0,UK,Asian
692,26.0,Male,Bachelor's,Data Analyst,3.0,135000.0,UK,White
3841,28.0,Female,High School,Junior Sales Associate,1.0,30000.0,Australia,Australian
604,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,Canada,Asian
1913,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,USA,Hispanic
5838,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0,Canada,Asian
5911,33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0,USA,White
4736,29.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,55000.0,USA,African American
1189,27.0,Male,Bachelor's,Software Engineer,5.0,150000.0,Australia,Asian
276,46.0,Male,PhD,Senior Data Analyst,17.0,160000.0,UK,Asian
5459,24.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,UK,Mixed
1363,24.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0,USA,Asian
5880,33.0,Male,Master's Degree,Software Engineer,8.0,120000.0,Canada,White
1528,34.0,Male,Bachelor's Degree,Front end Developer,5.0,95000.0,Canada,White
6040,36.0,Female,PhD,Research Scientist,13.0,185000.0,Australia,Asian
2717,41.0,Female,PhD,Director of Data Science,16.0,200000.0,Canada,Black
4891,34.0,Male,PhD,Director of Marketing,12.0,170000.0,China,Chinese
4666,29.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,55000.0,China,Korean
2881,23.0,Male,PhD,Software Engineer Manager,0.0,52779.0,China,Korean
6297,23.0,Female,Bachelor's Degree,Sales Executive,1.0,35000.0,UK,Asian
3764,27.0,Male,Bachelor's Degree,Software Engineer,3.0,60000.0,UK,Asian
947,35.0,Female,Bachelor's Degree,Product Manager,8.0,165000.0,USA,Asian
5265,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,Canada,White
2252,33.0,Female,Master's Degree,Data Analyst,7.0,95000.0,Australia,Australian
4993,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,UK,White
3125,28.0,Female,Master's Degree,Full Stack Engineer,4.0,82697.0,UK,White
6287,31.0,Female,PhD,Marketing Manager,6.0,75000.0,UK,Mixed
2348,36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,UK,Asian
68,34.0,Male,Master's,Business Development Manager,8.0,90000.0,Canada,Asian
4902,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,Canada,Black
6207,25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0,UK,Asian
1600,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Australia,White
4302,35.0,Female,Bachelor's Degree,Human Resources Manager,8.0,92000.0,Canada,White
5042,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,USA,White
4332,35.0,Female,Bachelor's Degree,Human Resources Manager,8.0,92000.0,UK,Mixed
1505,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,Australia,White
2596,24.0,Male,Bachelor's Degree,Back end Developer,2.0,63901.0,Canada,White
150,29.0,Female,Bachelor's,Junior Recruiter,3.0,45000.0,Australia,Australian
4338,44.0,Female,Master's Degree,Human Resources Manager,15.0,152000.0,UK,White
2088,34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,USA,African American
6101,32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0,China,Korean
2261,33.0,Male,Master's Degree,Data Analyst,8.0,100000.0,China,Korean
3013,33.0,Female,Master's Degree,Full Stack Engineer,9.0,135596.0,Australia,Australian
2701,34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,Canada,Black
2552,35.0,Female,Master's Degree,Full Stack Engineer,10.0,151901.0,UK,Mixed
861,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,Australia,Asian
4041,29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,UK,Mixed
2441,36.0,Male,Bachelor's Degree,Senior Project Engineer,14.0,119224.0,USA,White
2875,46.0,Female,Bachelor's Degree,Back end Developer,18.0,155795.0,China,White
368,44.0,Female,PhD,Senior Data Engineer,16.0,160000.0,Australia,White
1434,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,USA,Asian
4680,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0,China,White
1781,30.0,Female,Master's Degree,Front end Developer,4.0,90000.0,China,Chinese
4035,32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,UK,Asian
2934,45.0,Female,Master's Degree,Senior Software Engineer,23.0,174336.0,USA,Hispanic
1820,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,Canada,Black
5826,27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0,Australia,White
843,34.0,Female,Master's,Product Manager,12.0,196000.0,UK,Asian
1191,37.0,Male,PhD,Product Manager,14.0,195000.0,USA,African American
176,42.0,Female,PhD,Senior Marketing Manager,18.0,140000.0,UK,Asian
3319,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,USA,Hispanic
5709,36.0,Female,PhD,Research Scientist,12.0,170000.0,Australia,Asian
2095,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,UK,White
4854,36.0,Male,PhD,Senior Research Scientist,11.0,135000.0,UK,White
6194,30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0,China,Chinese
4968,28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0,UK,Mixed
1032,28.0,Female,Bachelor's,Software Engineer,5.0,150000.0,Canada,Asian
4087,49.0,Male,PhD,Data Scientist,22.0,220000.0,Canada,White
302,38.0,Female,Bachelor's,Senior Operations Coordinator,9.0,120000.0,Canada,Asian
1474,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0,Australia,White
285,44.0,Female,PhD,Senior Product Designer,15.0,150000.0,China,White
2030,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,Australia,Asian
4713,35.0,Male,PhD,Senior Research Scientist,10.0,130000.0,Australia,Asian
6041,25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0,China,Chinese
1815,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,China,Chinese
1273,47.0,Male,PhD,Senior Software Engineer,15.0,180000.0,UK,White
3037,31.0,Male,Bachelor's Degree,Back end Developer,8.0,100679.0,Canada,White
3701,29.0,Female,High School,Junior Sales Associate,1.0,30000.0,Australia,Australian
3282,35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,Australia,White
2315,30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,UK,Asian
2010,29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,China,Korean
4753,35.0,Male,PhD,Senior Research Scientist,10.0,130000.0,China,White
2941,27.0,Male,High School,Back end Developer,4.0,80247.0,UK,Asian
6099,34.0,Male,PhD,Research Director,12.0,170000.0,China,Korean
5931,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0,UK,Welsh
2876,35.0,Male,Master's Degree,Full Stack Engineer,9.0,132638.0,China,White
99,45.0,Male,Bachelor's,Operations Analyst,20.0,110000.0,China,Chinese
3702,44.0,Male,PhD,Data Scientist,16.0,160000.0,Canada,White
746,25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,Australia,Australian
6195,34.0,Male,PhD,Research Director,12.0,170000.0,China,Korean
482,25.0,Female,Master's,Data Analyst,1.0,100000.0,UK,White
5654,25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0,USA,White
6509,25.0,Female,High School,Sales Executive,1.0,35000.0,Australia,Asian
4719,25.0,Male,High School,Junior Sales Associate,1.0,30000.0,USA,Hispanic
1159,26.0,Female,Bachelor's,Data Analyst,3.0,100000.0,UK,Asian
1439,50.0,Male,PhD,Software Engineer Manager,16.0,190000.0,Australia,Australian
2416,52.0,Male,Bachelor's Degree,Back end Developer,25.0,168287.0,USA,White
4544,34.0,Male,Master's Degree,Director of HR,10.0,105000.0,Australia,Australian
404,28.0,Male,Master's,Product Manager,3.0,130000.0,Canada,Asian
2197,27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,China,White
951,31.0,Male,Master's Degree,Data Scientist,6.0,175000.0,China,Korean
2069,27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,Canada,Asian
2912,26.0,Male,Master's Degree,Front end Developer,3.0,73640.0,Canada,White
4675,33.0,Male,Master's Degree,Senior Data Scientist,8.0,120000.0,UK,Asian
670,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,China,White
219,40.0,Female,Bachelor's,Senior Sales Representative,12.0,100000.0,China,Chinese
1964,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,UK,Mixed
2706,42.0,Male,Master's Degree,Product Manager,14.0,180000.0,UK,Mixed
3162,37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,UK,White
2215,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,China,Korean
3663,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,UK,Asian
2525,48.0,Male,PhD,Full Stack Engineer,23.0,181021.0,UK,Mixed
5898,25.0,Female,High School,Customer Service Representative,1.0,30000.0,UK,Mixed
5440,26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,Canada,White
2147,41.0,Male,Master's Degree,Software Engineer Manager,14.0,180000.0,USA,Asian
779,28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,USA,African American
3862,41.0,Male,PhD,Data Scientist,13.0,140000.0,Canada,Black
3867,46.0,Male,PhD,Data Scientist,18.0,180000.0,UK,Asian
3512,42.0,Female,Master's Degree,Director of HR,12.0,120000.0,China,Korean
6386,48.0,Female,PhD,Senior Product Marketing Manager,17.0,170000.0,China,Korean
1493,24.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0,Canada,White
2624,31.0,Male,Master's Degree,Back end Developer,8.0,111535.0,Canada,Black
2576,27.0,Male,High School,Back end Developer,4.0,79767.0,USA,African American
4727,31.0,Male,Bachelor's Degree,Junior Marketing Manager,5.0,70000.0,China,Chinese
5762,31.0,Female,Bachelor's Degree,Marketing Manager,7.0,100000.0,China,Korean
3609,38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,UK,Welsh
519,32.0,Female,PhD,Data Scientist,10.0,193000.0,Australia,White
6346,28.0,Female,Bachelor's Degree,Sales Representative,2.0,40000.0,USA,African American
2983,31.0,Female,Bachelor's Degree,Senior Software Engineer,6.0,104378.0,USA,African American
3440,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,UK,Welsh
4579,34.0,Female,Master's Degree,Director of HR,9.0,95000.0,China,Korean
6527,42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0,China,White
3010,30.0,Female,Master's Degree,Senior Project Engineer,5.0,101733.0,Australia,Australian
3340,37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,USA,African American
570,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,Canada,White
362,44.0,Female,PhD,Senior Business Analyst,15.0,150000.0,UK,Welsh
4346,44.0,Male,PhD,Data Scientist,18.0,182000.0,Australia,Australian
2928,52.0,Male,Master's Degree,Senior Software Engineer,27.0,186794.0,China,Korean
5429,27.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,China,White
761,29.0,Female,Master's,Data Scientist,6.0,180000.0,Australia,White
3229,25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,USA,White
6294,25.0,Male,High School,Sales Associate,1.0,35000.0,China,White
5746,26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0,Australia,Australian
4356,45.0,Male,PhD,Data Scientist,19.0,190000.0,Australia,Asian
215,34.0,Female,Master's,Senior Financial Advisor,6.0,100000.0,UK,Welsh
2686,36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,Australia,White
5801,30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0,Canada,Asian
2573,38.0,Female,PhD,Software Engineer Manager,15.0,144496.0,China,Korean
3983,28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,China,Chinese
2756,29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,China,White
3790,38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,USA,White
2246,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,China,Korean
727,34.0,Female,Master's,Product Manager,12.0,196000.0,USA,Asian
3148,34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,USA,Hispanic
49,25.0,Male,Bachelor's,Help Desk Analyst,0.0,35000.0,USA,Asian
5241,27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,UK,Asian
889,33.0,Female,Master's,Product Manager,11.0,198000.0,China,Chinese
5855,36.0,Female,PhD,Research Scientist,12.0,170000.0,China,Korean
4610,25.0,Male,High School,Web Developer,2.0,45000.0,China,Chinese
518,23.0,Male,Bachelor's,Data Analyst,1.0,95000.0,China,Korean
3288,25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,UK,White
139,43.0,Female,Master's,Senior Product Marketing Manager,14.0,120000.0,Australia,White
2699,28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,China,Chinese
3531,33.0,Female,Bachelor's Degree,Web Developer,5.0,70000.0,Australia,Australian
3055,42.0,Female,Master's Degree,Full Stack Engineer,14.0,163978.0,Canada,Black
3145,34.0,Female,Master's Degree,Product Manager,7.0,120000.0,Australia,Asian
465,32.0,Male,Bachelor's,Product Manager,7.0,170000.0,Canada,White
4113,33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,UK,Asian
6062,40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0,Australia,White
596,25.0,Male,Bachelor's,Data Analyst,2.0,125000.0,UK,White
452,27.0,Male,PhD,Data Scientist,2.0,115000.0,China,Korean
3391,36.0,Male,Bachelor's Degree,Web Developer,10.0,100000.0,Australia,Australian
6689,26.0,Female,High School,Sales Associate,1.0,35000.0,USA,Hispanic
314,35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0,Canada,Black
4650,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0,Australia,White
4562,34.0,Male,PhD,Director of HR,9.0,95000.0,USA,White
6349,38.0,Male,Master's Degree,Director of Marketing,9.0,95000.0,Canada,Asian
453,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,USA,Hispanic
5408,29.0,Female,Bachelor's Degree,Digital Marketing Specialist,4.0,65000.0,China,Chinese
892,25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,China,Chinese
5813,36.0,Female,PhD,Research Scientist,12.0,170000.0,China,Korean
1508,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,Canada,Asian
2817,42.0,Female,Master's Degree,Full Stack Engineer,14.0,163978.0,China,Chinese
6265,26.0,Female,Bachelor's Degree,Digital Marketing Manager,4.0,60000.0,Canada,Black
1001,31.0,Male,Bachelor's,Data Analyst,9.0,190000.0,Australia,Asian
391,33.0,Male,PhD,Data Scientist,8.0,190000.0,Canada,Black
2332,30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,China,Korean
1478,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,Canada,Asian
2242,29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,Canada,White
6017,32.0,Female,Bachelor's Degree,Marketing Manager,8.0,115000.0,UK,White
6025,25.0,Female,High School,Customer Service Representative,1.0,30000.0,UK,Mixed
5586,33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0,China,White
5647,39.0,Female,Bachelor's Degree,Financial Manager,16.0,210000.0,UK,Mixed
1925,29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,USA,White
760,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,Canada,Asian
3526,31.0,Female,High School,Junior HR Coordinator,3.0,38000.0,UK,Mixed
5857,30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0,USA,Hispanic
1295,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,USA,Asian
6599,51.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0,UK,White
5602,36.0,Female,PhD,Research Scientist,12.0,160000.0,China,Korean
2944,31.0,Female,Master's Degree,Senior Software Engineer,6.0,114290.0,Australia,White
1909,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,China,Chinese
6518,36.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0,UK,Welsh
6536,45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0,USA,White
370,35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0,China,White
1939,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,USA,African American
1153,28.0,Female,Master's,Data Scientist,6.0,155000.0,China,Korean
5650,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0,Canada,Black
3103,36.0,Female,Master's Degree,Senior Project Engineer,11.0,134482.0,China,Korean
6593,36.0,Female,Bachelor's Degree,Sales Executive,8.0,80000.0,USA,African American
192,30.0,Female,Bachelor's,Junior Social Media Manager,3.0,45000.0,Australia,Australian
4249,40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0,Australia,Australian
3292,34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,USA,Asian
175,35.0,Male,Bachelor's,Senior Operations Analyst,7.0,85000.0,China,White
3952,44.0,Male,PhD,Data Scientist,15.0,150000.0,USA,African American
1101,27.0,Male,Bachelor's,Software Engineer,5.0,150000.0,China,Chinese
6693,43.0,Female,Master's Degree,Sales Manager,14.0,140000.0,Canada,Asian
4549,26.0,Female,Master's Degree,Senior HR Generalist,2.0,55000.0,China,Korean
2294,41.0,Female,PhD,Director of Data Science,16.0,200000.0,USA,Hispanic
5828,25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0,China,Chinese
6520,31.0,Male,High School,Sales Associate,3.0,50000.0,Canada,Asian
3547,44.0,Female,PhD,Senior Human Resources Manager,12.0,120000.0,Australia,White
5530,33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0,Canada,Black
1166,35.0,Female,Bachelor's,Product Manager,12.0,190000.0,China,White
5070,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,China,Korean
4478,27.0,Female,Bachelor's Degree,Software Developer,3.0,61000.0,USA,African American
2644,33.0,Female,Master's Degree,Full Stack Engineer,11.0,129686.0,USA,White
4985,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,UK,Asian
6038,33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0,China,Chinese
1663,27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0,China,Chinese
510,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,China,Chinese
166,40.0,Female,Bachelor's,Senior Account Manager,14.0,110000.0,Australia,Australian
3516,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,UK,Mixed
6142,24.0,Male,High School,Delivery Driver,0.0,28000.0,Australia,White
6206,36.0,Female,PhD,Research Scientist,13.0,185000.0,Australia,Australian
4506,30.0,Female,High School,Junior Sales Associate,1.0,25000.0,UK,Asian
103,33.0,Male,Bachelor's,Junior Web Developer,5.0,50000.0,Canada,Asian
3041,52.0,Female,PhD,Software Engineer Manager,29.0,194778.0,UK,Welsh
4104,41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,USA,White
4192,43.0,Male,PhD,Data Scientist,16.0,162000.0,Australia,Australian
3417,43.0,Female,PhD,Director of HR,14.0,140000.0,UK,Welsh
1754,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,Australia,Asian
5976,37.0,Male,Master's Degree,Marketing Director,14.0,190000.0,China,White
3413,46.0,Male,PhD,Director of HR,15.0,150000.0,Australia,Australian
1660,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0,UK,Welsh
152,43.0,Female,PhD,Senior Product Designer,18.0,140000.0,Australia,Asian
3257,35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,Canada,White
2485,33.0,Female,Master's Degree,Senior Project Engineer,9.0,126753.0,Australia,White
1585,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,Canada,Black
2554,54.0,Other,High School,Senior Software Engineer,29.0,158254.0,China,White
5279,29.0,Female,PhD,Data Scientist,5.0,100000.0,USA,African American
3356,25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,USA,White
4915,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,Canada,Black
2646,51.0,Female,Master's Degree,Senior Project Engineer,25.0,177913.0,UK,Asian
2211,50.0,Male,PhD,Senior Project Engineer,18.0,195000.0,Canada,Asian
5664,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0,China,Chinese
3935,33.0,Male,Bachelor's Degree,Operations Manager,7.0,85000.0,Canada,Asian
1824,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,UK,Mixed
5163,26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,USA,African American
5009,25.0,Female,Bachelor's Degree,Marketing Manager,2.0,55000.0,Canada,Asian
311,35.0,Male,Bachelor's,Senior Financial Manager,9.0,100000.0,Australia,Asian
213,35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0,USA,White
4492,45.0,Male,Master's Degree,Marketing Manager,20.0,204000.0,Canada,Asian
3888,27.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,China,Korean
3822,46.0,Male,PhD,Data Scientist,18.0,180000.0,UK,Welsh
497,34.0,Male,Bachelor's,Product Manager,9.0,185000.0,Canada,White
206,31.0,Male,Bachelor's,Junior HR Generalist,4.0,50000.0,China,Chinese
1436,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,China,White
1137,26.0,Female,Bachelor's,Data Analyst,3.0,100000.0,USA,White
2586,48.0,Female,Master's Degree,Senior Software Engineer,24.0,184006.0,USA,White
870,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,China,Chinese
307,31.0,Male,Bachelor's,Junior Operations Analyst,3.0,50000.0,Canada,Black
1851,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,USA,Asian
2807,50.0,Female,Master's Degree,Full Stack Engineer,24.0,192756.0,China,Korean
1990,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,Canada,Black
3543,40.0,Male,PhD,Director of HR,13.0,135000.0,USA,African American
1536,41.0,Female,PhD,Senior Project Engineer,11.0,165000.0,UK,Asian
845,28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,China,Korean
1989,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,Australia,White
6402,29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0,USA,Hispanic
4489,44.0,Female,PhD,Data Scientist,18.0,183000.0,Canada,White
4325,30.0,Female,High School,Junior Sales Associate,1.0,26000.0,UK,Mixed
3997,44.0,Male,PhD,Data Scientist,15.0,150000.0,Australia,White
1540,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Canada,Black
212,28.0,Male,Bachelor's,Junior Business Development Associate,2.0,40000.0,USA,Asian
1959,29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,UK,White
4371,45.0,Male,PhD,Data Scientist,19.0,190000.0,USA,Hispanic
3934,40.0,Female,Master's Degree,Human Resources Manager,12.0,130000.0,China,Chinese
6448,35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0,UK,Welsh
3409,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,USA,White
1351,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Canada,Asian
5872,34.0,Male,PhD,Research Director,11.0,160000.0,USA,Asian
2682,28.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,UK,Asian
5121,33.0,Male,PhD,Sales Director,10.0,155000.0,USA,African American
682,28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,UK,Asian
181,37.0,Male,Master's,Senior Business Analyst,9.0,105000.0,China,Chinese
6539,35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0,China,Korean
2902,28.0,Male,Master's Degree,Full Stack Engineer,5.0,84181.0,Canada,Asian
6186,40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0,China,White
280,31.0,Male,Bachelor's,Junior Operations Analyst,3.0,50000.0,USA,Hispanic
4612,27.0,Male,Master's Degree,Web Developer,2.0,50000.0,Canada,Asian
2482,46.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,139398.0,China,White
291,49.0,Male,PhD,Director of Operations,21.0,180000.0,USA,Asian
4150,36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0,UK,White
5026,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,USA,African American
995,32.0,Male,Bachelor's,Software Engineer,8.0,180000.0,China,White
2238,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,USA,White
3261,30.0,Female,Bachelor's Degree,Software Engineer,4.0,80000.0,USA,Asian
5216,33.0,Male,Bachelor's Degree,Marketing Manager,7.0,110000.0,USA,Asian
4720,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0,UK,White
5366,43.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,Canada,Asian
3175,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,Canada,Asian
272,37.0,Male,Bachelor's,Senior Financial Analyst,8.0,90000.0,Australia,Australian
3835,38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,USA,African American
5473,27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Australia,Asian
2814,47.0,Male,PhD,Software Engineer Manager,21.0,174985.0,China,Korean
5199,34.0,Female,PhD,Research Director,10.0,150000.0,UK,Welsh
111,37.0,Male,Bachelor's,Software Project Manager,9.0,95000.0,UK,White
